test_id,test_category,test_type,temperature,humidity,vibration,pressure,risk_score,pass_fail,test_duration,test_date,standard
TEST_001783,vibration,mechanical_vibration,31.24,67.25,26.9,1184.72,0.71,FAIL,394,2024-09-24 18:31:19.526131,MIL-STD-810 Method 514.8
TEST_001784,humidity,water_splash,-32.61,71.6,29.26,1036.55,0.664,PASS,103,2024-09-05 18:31:19.526163,IEC 60529
TEST_001785,vibration,acoustic_vibration,-22.11,86.75,46.58,824.18,1.0,FAIL,479,2025-05-03 18:31:19.526197,MIL-STD-810 Method 515.8
TEST_001786,vibration,mechanical_vibration,-35.96,82.87,36.46,1063.74,1.0,FAIL,339,2024-08-21 18:31:19.526228,MIL-STD-810 Method 514.8
TEST_001787,humidity,water_splash,59.62,34.49,35.69,1134.32,1.0,FAIL,82,2025-01-13 18:31:19.526258,IEC 60529
TEST_001788,temperature,low_temp,1.66,93.33,11.4,1000.2,0.512,PASS,131,2024-08-25 18:31:19.526289,MIL-STD-810 Method 502.7
TEST_001789,vibration,shock,35.51,52.38,39.14,955.06,0.566,PASS,38,2024-12-22 18:31:19.526321,IEC 60068-2-27
TEST_001790,humidity,condensation,17.83,62.61,23.34,977.64,0.309,PASS,313,2024-09-10 18:31:19.526356,ISO 16750-4
TEST_001791,temperature,high_temp,28.89,45.26,46.9,892.89,0.896,FAIL,260,2024-12-18 18:31:19.526391,MIL-STD-810 Method 501.7
TEST_001792,vibration,acoustic_vibration,12.25,68.78,37.6,1144.7,0.823,FAIL,426,2025-01-10 18:31:19.526423,MIL-STD-810 Method 515.8
TEST_001793,vibration,acoustic_vibration,-26.57,26.05,24.61,1074.85,0.711,FAIL,433,2024-08-15 18:31:19.526453,MIL-STD-810 Method 515.8
TEST_001794,humidity,condensation,-6.61,77.53,25.52,1031.95,0.349,PASS,301,2025-01-20 18:31:19.526484,ISO 16750-4
TEST_001795,humidity,water_splash,25.62,76.53,21.16,865.18,0.47,PASS,54,2025-07-02 18:31:19.526516,IEC 60529
TEST_001796,temperature,high_temp,-36.8,94.09,20.8,997.56,1.0,FAIL,305,2024-10-17 18:31:19.526546,MIL-STD-810 Method 501.7
TEST_001797,humidity,condensation,-14.59,80.26,18.24,883.65,0.839,FAIL,108,2024-08-21 18:31:19.526576,ISO 16750-4
TEST_001798,humidity,condensation,47.05,25.99,44.78,1065.31,0.81,FAIL,204,2025-05-21 18:31:19.526606,ISO 16750-4
TEST_001799,vibration,mechanical_vibration,14.23,75.7,13.28,1019.58,0.194,PASS,214,2024-10-03 18:31:19.526637,MIL-STD-810 Method 514.8
TEST_001800,vibration,acoustic_vibration,58.81,42.7,17.77,1120.5,0.688,PASS,108,2024-09-10 18:31:19.526667,MIL-STD-810 Method 515.8
TEST_001801,temperature,thermal_shock,11.4,58.49,37.24,814.12,0.841,FAIL,236,2025-04-21 18:31:19.526703,IEC 60068-2-14
TEST_001802,vibration,acoustic_vibration,30.4,25.24,26.57,906.71,0.505,PASS,314,2025-07-22 18:31:19.526734,MIL-STD-810 Method 515.8
TEST_001803,humidity,water_splash,32.15,85.74,34.45,916.89,0.79,FAIL,155,2025-05-06 18:31:19.526764,IEC 60529
TEST_001804,humidity,condensation,30.74,36.94,39.0,910.14,0.564,PASS,473,2025-07-28 18:31:19.526794,ISO 16750-4
TEST_001805,vibration,acoustic_vibration,-2.35,44.1,40.65,1155.93,1.0,FAIL,67,2024-10-05 18:31:19.526824,MIL-STD-810 Method 515.8
TEST_001806,temperature,thermal_shock,-21.06,64.56,26.49,980.27,0.586,PASS,167,2024-12-24 18:31:19.526854,IEC 60068-2-14
TEST_001807,vibration,acoustic_vibration,25.74,36.57,37.43,1062.61,0.532,PASS,154,2025-06-18 18:31:19.526883,MIL-STD-810 Method 515.8
TEST_001808,vibration,shock,-6.72,57.68,38.63,1174.65,1.0,FAIL,95,2025-08-02 18:31:19.526914,IEC 60068-2-27
TEST_001809,vibration,mechanical_vibration,3.98,70.01,43.17,870.42,0.888,FAIL,242,2024-10-26 18:31:19.526946,MIL-STD-810 Method 514.8
TEST_001810,temperature,high_temp,-26.7,41.62,15.67,878.55,0.693,PASS,376,2024-08-29 18:31:19.526976,MIL-STD-810 Method 501.7
TEST_001811,temperature,high_temp,-15.76,74.57,15.07,834.54,0.702,FAIL,384,2025-04-27 18:31:19.527012,MIL-STD-810 Method 501.7
TEST_001812,humidity,condensation,-39.8,71.0,11.8,1128.43,1.0,FAIL,226,2024-08-24 18:31:19.527042,ISO 16750-4
TEST_001813,temperature,high_temp,-22.18,80.71,25.04,806.72,1.0,FAIL,368,2025-02-12 18:31:19.527072,MIL-STD-810 Method 501.7
TEST_001814,humidity,humidity_resistance,-14.73,90.86,11.7,826.9,1.0,FAIL,37,2025-07-19 18:31:19.527102,MIL-STD-810 Method 507.7
TEST_001815,temperature,low_temp,36.09,87.33,42.88,1121.81,1.0,FAIL,281,2025-05-17 18:31:19.527132,MIL-STD-810 Method 502.7
TEST_001816,temperature,thermal_shock,-23.99,11.25,30.05,942.99,1.0,FAIL,273,2024-12-27 18:31:19.527162,IEC 60068-2-14
TEST_001817,humidity,humidity_resistance,69.79,69.5,37.0,1171.67,1.0,FAIL,169,2024-08-06 18:31:19.527199,MIL-STD-810 Method 507.7
TEST_001818,humidity,water_splash,25.64,29.57,19.45,1159.0,0.461,PASS,407,2025-03-22 18:31:19.527232,IEC 60529
TEST_001819,temperature,high_temp,-3.15,29.93,17.74,1071.88,0.421,PASS,315,2024-11-04 18:31:19.527264,MIL-STD-810 Method 501.7
TEST_001820,temperature,low_temp,3.0,27.73,22.89,832.43,0.566,PASS,103,2024-08-18 18:31:19.527300,MIL-STD-810 Method 502.7
TEST_001821,vibration,acoustic_vibration,-5.48,26.46,17.12,1138.89,0.465,PASS,268,2025-06-25 18:31:19.527332,MIL-STD-810 Method 515.8
TEST_001822,vibration,mechanical_vibration,-29.17,66.05,34.33,909.07,0.798,FAIL,324,2024-10-15 18:31:19.527363,MIL-STD-810 Method 514.8
TEST_001823,vibration,mechanical_vibration,34.89,82.57,2.78,1114.78,0.5,PASS,425,2025-07-28 18:31:19.527393,MIL-STD-810 Method 514.8
TEST_001824,temperature,thermal_shock,10.13,70.36,47.48,904.35,0.589,PASS,123,2024-10-23 18:31:19.527423,IEC 60068-2-14
TEST_001825,temperature,thermal_shock,11.33,80.91,8.28,1003.96,0.166,PASS,240,2024-11-09 18:31:19.527453,IEC 60068-2-14
TEST_001826,temperature,high_temp,-17.54,25.67,17.22,836.81,0.72,FAIL,197,2025-05-04 18:31:19.527483,MIL-STD-810 Method 501.7
TEST_001827,vibration,shock,58.33,28.05,29.55,1197.24,0.933,FAIL,140,2024-10-09 18:31:19.527516,IEC 60068-2-27
TEST_001828,temperature,high_temp,-34.57,74.45,13.52,819.18,1.0,FAIL,44,2025-01-05 18:31:19.527546,MIL-STD-810 Method 501.7
TEST_001829,vibration,acoustic_vibration,7.59,26.98,44.41,1119.68,0.939,FAIL,286,2025-02-21 18:31:19.527577,MIL-STD-810 Method 515.8
TEST_001830,vibration,mechanical_vibration,-21.72,48.27,41.93,975.68,0.797,FAIL,445,2024-12-28 18:31:19.527630,MIL-STD-810 Method 514.8
TEST_001831,humidity,water_splash,-13.63,81.43,48.38,931.96,1.0,FAIL,345,2025-02-18 18:31:19.527662,IEC 60529
TEST_001832,humidity,water_splash,34.2,72.64,19.44,938.75,0.386,PASS,156,2025-06-03 18:31:19.527693,IEC 60529
TEST_001833,humidity,humidity_resistance,17.23,75.28,42.66,1190.21,0.973,FAIL,50,2025-07-12 18:31:19.527723,MIL-STD-810 Method 507.7
TEST_001834,humidity,condensation,-31.91,67.29,10.29,1056.6,0.727,FAIL,103,2025-07-24 18:31:19.527752,ISO 16750-4
TEST_001835,humidity,water_splash,67.25,94.45,17.67,850.48,1.0,FAIL,41,2025-05-16 18:31:19.527794,IEC 60529
TEST_001836,temperature,thermal_shock,37.87,67.97,5.9,1049.18,0.107,PASS,435,2025-03-06 18:31:19.527824,IEC 60068-2-14
TEST_001837,vibration,shock,-19.79,40.5,48.3,952.3,0.677,PASS,383,2025-07-24 18:31:19.527856,IEC 60068-2-27
TEST_001838,humidity,humidity_resistance,11.46,72.14,24.06,926.82,0.451,PASS,377,2024-09-12 18:31:19.527885,MIL-STD-810 Method 507.7
TEST_001839,temperature,thermal_shock,3.44,19.91,34.48,1169.34,0.893,FAIL,418,2025-03-18 18:31:19.527922,IEC 60068-2-14
TEST_001840,humidity,humidity_resistance,69.86,28.59,43.06,1031.3,1.0,FAIL,447,2025-05-19 18:31:19.527955,MIL-STD-810 Method 507.7
TEST_001841,humidity,water_splash,28.79,30.68,33.8,1137.32,0.767,FAIL,254,2025-05-12 18:31:19.527985,IEC 60529
TEST_001842,humidity,humidity_resistance,59.04,25.25,42.78,1073.82,0.92,FAIL,179,2024-10-23 18:31:19.528015,MIL-STD-810 Method 507.7
TEST_001843,vibration,shock,51.57,42.52,38.97,825.56,1.0,FAIL,436,2025-07-31 18:31:19.528045,IEC 60068-2-27
TEST_001844,temperature,thermal_shock,-16.52,41.82,30.14,812.92,1.0,FAIL,161,2024-09-27 18:31:19.528075,IEC 60068-2-14
TEST_001845,temperature,high_temp,-8.05,30.22,43.32,1064.6,0.71,FAIL,62,2024-08-15 18:31:19.528105,MIL-STD-810 Method 501.7
TEST_001846,vibration,shock,45.24,62.6,28.73,1065.57,0.555,PASS,477,2025-02-25 18:31:19.528136,IEC 60068-2-27
TEST_001847,vibration,shock,32.94,41.53,20.2,907.56,0.517,PASS,305,2025-06-25 18:31:19.528166,IEC 60068-2-27
TEST_001848,humidity,condensation,41.23,67.05,37.58,817.4,1.0,FAIL,207,2025-05-17 18:31:19.528199,ISO 16750-4
TEST_001849,humidity,water_splash,27.71,53.77,20.11,963.35,0.261,PASS,174,2024-12-03 18:31:19.528238,IEC 60529
TEST_001850,temperature,thermal_shock,-34.79,23.95,49.26,916.37,1.0,FAIL,267,2024-12-22 18:31:19.528270,IEC 60068-2-14
TEST_001851,humidity,humidity_resistance,68.02,67.78,5.83,988.2,0.565,PASS,404,2024-08-31 18:31:19.528300,MIL-STD-810 Method 507.7
TEST_001852,vibration,shock,-16.28,26.25,7.07,1071.61,0.233,PASS,381,2024-08-14 18:31:19.528330,IEC 60068-2-27
TEST_001853,temperature,low_temp,11.94,73.7,33.07,912.47,0.495,PASS,363,2025-07-30 18:31:19.528360,MIL-STD-810 Method 502.7
TEST_001854,temperature,thermal_shock,-23.59,19.3,8.26,1096.25,0.377,PASS,187,2024-08-31 18:31:19.528391,IEC 60068-2-14
TEST_001855,humidity,condensation,48.85,61.22,8.63,1053.85,0.284,PASS,129,2024-09-06 18:31:19.528424,ISO 16750-4
TEST_001856,vibration,acoustic_vibration,47.15,93.98,41.24,1055.79,1.0,FAIL,42,2024-09-02 18:31:19.528454,MIL-STD-810 Method 515.8
TEST_001857,humidity,water_splash,18.51,75.93,12.89,809.85,0.526,PASS,410,2024-12-21 18:31:19.528491,IEC 60529
TEST_001858,vibration,shock,60.1,55.14,30.43,1090.66,1.0,FAIL,242,2025-05-09 18:31:19.528527,IEC 60068-2-27
TEST_001859,temperature,low_temp,-27.08,37.39,8.42,1069.78,0.38,PASS,208,2024-08-10 18:31:19.528574,MIL-STD-810 Method 502.7
TEST_001860,temperature,thermal_shock,-33.01,57.09,48.67,1133.61,1.0,FAIL,382,2024-09-30 18:31:19.528605,IEC 60068-2-14
TEST_001861,temperature,thermal_shock,51.63,30.09,14.33,917.0,0.62,PASS,375,2025-07-09 18:31:19.528636,IEC 60068-2-14
TEST_001862,vibration,mechanical_vibration,64.62,87.17,11.95,953.13,0.839,FAIL,43,2025-01-29 18:31:19.528667,MIL-STD-810 Method 514.8
TEST_001863,vibration,shock,-35.93,31.21,30.59,872.49,1.0,FAIL,371,2025-01-01 18:31:19.528697,IEC 60068-2-27
TEST_001864,temperature,thermal_shock,-3.07,22.59,11.51,1098.79,0.38,PASS,80,2025-07-26 18:31:19.528728,IEC 60068-2-14
TEST_001865,temperature,low_temp,47.0,49.8,43.26,1029.02,0.706,FAIL,404,2025-01-08 18:31:19.528760,MIL-STD-810 Method 502.7
TEST_001866,temperature,low_temp,11.83,70.46,39.7,1169.74,0.908,FAIL,286,2025-04-18 18:31:19.528790,MIL-STD-810 Method 502.7
TEST_001867,humidity,humidity_resistance,-1.94,34.99,42.6,813.76,1.0,FAIL,375,2025-05-05 18:31:19.528822,MIL-STD-810 Method 507.7
TEST_001868,temperature,high_temp,39.63,28.49,0.47,963.45,0.107,PASS,415,2024-11-23 18:31:19.528859,MIL-STD-810 Method 501.7
TEST_001869,temperature,thermal_shock,-24.9,89.56,34.21,977.37,0.887,FAIL,35,2024-11-20 18:31:19.528892,IEC 60068-2-14
TEST_001870,temperature,thermal_shock,23.01,78.97,26.99,1119.43,0.521,PASS,232,2024-08-09 18:31:19.529030,IEC 60068-2-14
TEST_001871,humidity,water_splash,-30.03,54.0,44.86,1005.29,1.0,FAIL,268,2024-08-23 18:31:19.529069,IEC 60529
TEST_001872,vibration,shock,-29.65,41.4,0.68,849.85,0.62,PASS,84,2025-06-11 18:31:19.529103,IEC 60068-2-27
TEST_001873,humidity,humidity_resistance,10.54,18.48,46.17,882.97,0.891,FAIL,332,2025-03-11 18:31:19.529143,MIL-STD-810 Method 507.7
TEST_001874,vibration,mechanical_vibration,-28.4,19.91,42.39,1095.14,0.907,FAIL,412,2025-02-11 18:31:19.529177,MIL-STD-810 Method 514.8
TEST_001875,humidity,humidity_resistance,37.98,89.83,0.28,1090.1,0.39,PASS,400,2025-06-21 18:31:19.529217,MIL-STD-810 Method 507.7
TEST_001876,temperature,low_temp,-29.38,85.84,14.61,851.13,0.92,FAIL,176,2024-09-23 18:31:19.529247,MIL-STD-810 Method 502.7
TEST_001877,temperature,high_temp,-37.7,26.56,28.16,886.05,1.0,FAIL,460,2025-06-16 18:31:19.529290,MIL-STD-810 Method 501.7
TEST_001878,humidity,water_splash,-18.23,86.53,25.16,1123.13,0.811,FAIL,264,2025-04-23 18:31:19.529322,IEC 60529
TEST_001879,temperature,high_temp,27.01,65.58,11.61,1165.05,0.487,PASS,440,2025-06-30 18:31:19.529362,MIL-STD-810 Method 501.7
TEST_001880,humidity,water_splash,34.76,91.63,19.83,946.99,0.77,FAIL,167,2025-07-05 18:31:19.529393,IEC 60529
TEST_001881,vibration,acoustic_vibration,44.36,29.09,10.81,902.04,0.469,PASS,369,2024-10-28 18:31:19.529425,MIL-STD-810 Method 515.8
TEST_001882,temperature,high_temp,-29.26,61.07,31.05,951.3,0.683,PASS,165,2025-03-19 18:31:19.529461,MIL-STD-810 Method 501.7
TEST_001883,vibration,mechanical_vibration,-19.95,37.87,9.99,984.19,0.19,PASS,450,2024-10-29 18:31:19.529492,MIL-STD-810 Method 514.8
TEST_001884,vibration,shock,40.44,18.17,4.8,992.23,0.245,PASS,358,2024-10-17 18:31:19.529522,IEC 60068-2-27
TEST_001885,vibration,acoustic_vibration,-37.01,23.26,19.33,1099.2,0.829,FAIL,211,2024-09-18 18:31:19.529553,MIL-STD-810 Method 515.8
TEST_001886,humidity,humidity_resistance,12.32,27.81,4.15,899.39,0.241,PASS,339,2025-06-08 18:31:19.529583,MIL-STD-810 Method 507.7
TEST_001887,temperature,thermal_shock,65.02,79.75,18.8,923.0,0.838,FAIL,215,2025-02-08 18:31:19.529613,IEC 60068-2-14
TEST_001888,humidity,condensation,39.62,91.46,22.48,1060.74,0.781,FAIL,320,2024-10-17 18:31:19.529644,ISO 16750-4
TEST_001889,vibration,mechanical_vibration,-29.83,91.91,30.67,1129.56,1.0,FAIL,333,2025-05-25 18:31:19.529675,MIL-STD-810 Method 514.8
TEST_001890,temperature,thermal_shock,-4.48,18.17,35.07,860.84,0.927,FAIL,325,2024-12-05 18:31:19.529712,IEC 60068-2-14
TEST_001891,temperature,low_temp,-32.33,89.44,23.88,806.22,1.0,FAIL,323,2024-10-27 18:31:19.529742,MIL-STD-810 Method 502.7
TEST_001892,humidity,humidity_resistance,-28.53,19.71,45.06,1083.37,0.899,FAIL,204,2025-05-12 18:31:19.529777,MIL-STD-810 Method 507.7
TEST_001893,temperature,thermal_shock,-22.79,70.4,11.56,1123.35,0.688,PASS,287,2024-11-25 18:31:19.529809,IEC 60068-2-14
TEST_001894,vibration,acoustic_vibration,-21.28,41.82,24.74,1098.14,0.704,FAIL,227,2024-10-13 18:31:19.529839,MIL-STD-810 Method 515.8
TEST_001895,temperature,thermal_shock,1.46,94.81,31.7,983.4,0.887,FAIL,329,2025-04-27 18:31:19.529870,IEC 60068-2-14
TEST_001896,vibration,acoustic_vibration,22.31,52.88,41.56,830.14,1.0,FAIL,48,2024-09-24 18:31:19.529899,MIL-STD-810 Method 515.8
TEST_001897,temperature,thermal_shock,-29.05,88.39,28.66,1001.9,0.813,FAIL,298,2025-05-14 18:31:19.529929,IEC 60068-2-14
TEST_001898,vibration,acoustic_vibration,52.92,49.53,40.46,1094.61,0.899,FAIL,365,2025-06-07 18:31:19.529961,MIL-STD-810 Method 515.8
TEST_001899,humidity,humidity_resistance,63.56,84.21,22.31,906.15,1.0,FAIL,95,2024-08-08 18:31:19.529993,MIL-STD-810 Method 507.7
TEST_001900,vibration,acoustic_vibration,-27.95,66.9,16.18,864.79,0.704,FAIL,453,2024-11-23 18:31:19.530024,MIL-STD-810 Method 515.8
TEST_001901,temperature,thermal_shock,33.28,37.18,11.9,1031.12,0.345,PASS,242,2025-05-14 18:31:19.530059,IEC 60068-2-14
TEST_001902,vibration,acoustic_vibration,39.48,48.76,6.85,1064.68,0.189,PASS,170,2025-06-29 18:31:19.530090,MIL-STD-810 Method 515.8
TEST_001903,vibration,acoustic_vibration,-29.98,54.05,27.56,1073.3,0.721,FAIL,258,2025-06-02 18:31:19.530120,MIL-STD-810 Method 515.8
TEST_001904,vibration,acoustic_vibration,-4.3,25.79,28.74,1104.39,0.612,PASS,426,2025-07-23 18:31:19.530150,MIL-STD-810 Method 515.8
TEST_001905,temperature,high_temp,60.14,53.77,11.95,990.02,0.557,PASS,83,2024-12-19 18:31:19.530183,MIL-STD-810 Method 501.7
TEST_001906,temperature,low_temp,47.69,45.37,11.21,897.59,0.623,PASS,136,2024-10-02 18:31:19.530214,MIL-STD-810 Method 502.7
TEST_001907,humidity,condensation,-2.14,42.82,23.64,1023.77,0.381,PASS,287,2025-03-16 18:31:19.530244,ISO 16750-4
TEST_001908,humidity,humidity_resistance,-23.39,50.1,49.11,1091.21,0.902,FAIL,82,2024-10-04 18:31:19.530274,MIL-STD-810 Method 507.7
TEST_001909,temperature,high_temp,51.86,20.68,23.26,1024.85,0.573,PASS,264,2024-09-15 18:31:19.530306,MIL-STD-810 Method 501.7
TEST_001910,temperature,thermal_shock,59.34,45.29,9.29,1092.67,0.45,PASS,350,2025-06-16 18:31:19.530336,IEC 60068-2-14
TEST_001911,humidity,humidity_resistance,-9.24,46.72,24.33,1180.51,0.711,FAIL,104,2024-08-22 18:31:19.530372,MIL-STD-810 Method 507.7
TEST_001912,humidity,water_splash,-2.84,39.31,10.16,1084.41,0.414,PASS,360,2025-03-16 18:31:19.530403,IEC 60529
TEST_001913,vibration,acoustic_vibration,16.47,63.38,42.0,902.72,0.607,PASS,379,2025-05-29 18:31:19.530434,MIL-STD-810 Method 515.8
TEST_001914,temperature,low_temp,56.2,90.8,43.37,1094.39,1.0,FAIL,177,2025-02-02 18:31:19.530465,MIL-STD-810 Method 502.7
TEST_001915,temperature,low_temp,32.57,41.56,29.36,1037.33,0.434,PASS,231,2024-12-27 18:31:19.530495,MIL-STD-810 Method 502.7
TEST_001916,vibration,shock,-12.61,21.81,45.82,863.41,1.0,FAIL,101,2024-10-18 18:31:19.530526,IEC 60068-2-27
TEST_001917,humidity,condensation,7.44,47.52,31.47,933.2,0.519,PASS,374,2024-12-16 18:31:19.530557,ISO 16750-4
TEST_001918,temperature,low_temp,14.41,17.78,27.51,1038.59,0.309,PASS,468,2025-03-25 18:31:19.530587,MIL-STD-810 Method 502.7
TEST_001919,humidity,water_splash,31.24,36.63,7.19,820.52,0.389,PASS,188,2025-07-03 18:31:19.530618,IEC 60529
TEST_001920,humidity,condensation,21.06,47.41,33.78,992.53,0.417,PASS,149,2024-08-20 18:31:19.530648,ISO 16750-4
TEST_001921,temperature,high_temp,51.5,25.23,12.83,1018.58,0.54,PASS,285,2024-12-20 18:31:19.530685,MIL-STD-810 Method 501.7
TEST_001922,humidity,humidity_resistance,-21.06,45.24,44.29,1076.53,0.859,FAIL,385,2024-11-10 18:31:19.530717,MIL-STD-810 Method 507.7
TEST_001923,humidity,water_splash,53.41,49.79,48.52,802.65,1.0,FAIL,311,2025-02-18 18:31:19.530748,IEC 60529
TEST_001924,humidity,condensation,50.51,69.01,27.88,868.75,0.754,FAIL,219,2025-04-22 18:31:19.530779,ISO 16750-4
TEST_001925,temperature,high_temp,10.65,39.12,43.24,1031.53,0.51,PASS,168,2025-03-13 18:31:19.530808,MIL-STD-810 Method 501.7
TEST_001926,humidity,condensation,25.56,54.54,47.38,1165.85,1.0,FAIL,57,2025-03-10 18:31:19.530839,ISO 16750-4
TEST_001927,temperature,low_temp,64.27,33.59,36.81,1104.45,1.0,FAIL,300,2025-04-06 18:31:19.530869,MIL-STD-810 Method 502.7
TEST_001928,humidity,condensation,7.2,21.27,18.9,914.81,0.341,PASS,334,2025-07-13 18:31:19.530898,ISO 16750-4
TEST_001929,humidity,humidity_resistance,4.13,27.56,2.3,803.58,0.316,PASS,88,2025-01-03 18:31:19.530929,MIL-STD-810 Method 507.7
TEST_001930,vibration,shock,25.73,57.75,17.97,1093.07,0.251,PASS,46,2025-03-09 18:31:19.530965,IEC 60068-2-27
TEST_001931,humidity,humidity_resistance,10.1,19.85,32.42,805.51,0.909,FAIL,115,2024-09-01 18:31:19.530996,MIL-STD-810 Method 507.7
TEST_001932,humidity,condensation,-32.86,14.55,18.12,878.27,1.0,FAIL,449,2025-06-04 18:31:19.531026,ISO 16750-4
TEST_001933,vibration,shock,57.25,15.94,26.2,840.52,0.902,FAIL,46,2024-10-15 18:31:19.531056,IEC 60068-2-27
TEST_001934,vibration,acoustic_vibration,-3.1,57.73,48.85,1119.01,1.0,FAIL,82,2024-08-14 18:31:19.531086,MIL-STD-810 Method 515.8
TEST_001935,humidity,water_splash,62.42,36.96,39.02,1002.79,0.975,FAIL,53,2024-10-11 18:31:19.531116,IEC 60529
TEST_001936,vibration,shock,63.57,17.56,37.63,892.28,1.0,FAIL,32,2024-12-31 18:31:19.531146,IEC 60068-2-27
TEST_001937,humidity,water_splash,66.86,78.47,30.13,822.28,1.0,FAIL,363,2024-08-23 18:31:19.531176,IEC 60529
TEST_001938,vibration,mechanical_vibration,19.05,60.1,14.64,1190.56,0.496,PASS,282,2025-02-05 18:31:19.531216,MIL-STD-810 Method 514.8
TEST_001939,temperature,low_temp,64.79,84.06,23.94,1101.97,1.0,FAIL,299,2024-09-22 18:31:19.531248,MIL-STD-810 Method 502.7
TEST_001940,vibration,mechanical_vibration,38.47,37.16,1.93,823.44,0.387,PASS,220,2025-04-11 18:31:19.531284,MIL-STD-810 Method 514.8
TEST_001941,temperature,thermal_shock,-33.84,80.02,17.79,1037.1,0.761,FAIL,53,2024-10-15 18:31:19.531315,IEC 60068-2-14
TEST_001942,humidity,humidity_resistance,31.3,26.92,31.13,1017.62,0.487,PASS,160,2024-12-21 18:31:19.531345,MIL-STD-810 Method 507.7
TEST_001943,vibration,shock,-17.83,52.69,43.76,914.72,0.804,FAIL,415,2025-04-05 18:31:19.531375,IEC 60068-2-27
TEST_001944,vibration,shock,28.47,58.6,29.73,1148.7,0.501,PASS,350,2024-10-28 18:31:19.531404,IEC 60068-2-27
TEST_001945,vibration,mechanical_vibration,8.11,93.87,7.27,1030.78,0.308,PASS,323,2024-12-26 18:31:19.531434,MIL-STD-810 Method 514.8
TEST_001946,temperature,thermal_shock,22.55,33.92,42.1,1010.94,0.52,PASS,379,2024-08-17 18:31:19.531465,IEC 60068-2-14
TEST_001947,vibration,acoustic_vibration,12.25,20.52,42.64,1041.04,0.539,PASS,68,2024-08-11 18:31:19.531497,MIL-STD-810 Method 515.8
TEST_001948,temperature,thermal_shock,-34.87,59.96,42.92,887.75,1.0,FAIL,376,2025-05-17 18:31:19.531528,IEC 60068-2-14
TEST_001949,temperature,thermal_shock,32.93,81.37,47.43,1004.74,0.784,FAIL,262,2025-05-20 18:31:19.531564,IEC 60068-2-14
TEST_001950,temperature,thermal_shock,-7.62,49.79,35.86,1091.73,0.598,PASS,471,2025-01-09 18:31:19.531596,IEC 60068-2-14
TEST_001951,temperature,high_temp,15.98,75.23,17.13,1146.06,0.388,PASS,259,2024-09-15 18:31:19.531627,MIL-STD-810 Method 501.7
TEST_001952,humidity,water_splash,64.29,28.68,13.52,919.75,0.744,FAIL,160,2024-12-20 18:31:19.531656,IEC 60529
TEST_001953,vibration,mechanical_vibration,62.57,14.96,12.63,1063.46,0.778,FAIL,223,2025-04-01 18:31:19.531687,MIL-STD-810 Method 514.8
TEST_001954,vibration,shock,50.51,64.53,2.54,1149.28,0.444,PASS,368,2024-12-19 18:31:19.531718,IEC 60068-2-27
TEST_001955,humidity,condensation,-38.74,78.67,45.07,1181.45,1.0,FAIL,224,2025-01-04 18:31:19.531748,ISO 16750-4
TEST_001956,vibration,acoustic_vibration,59.38,78.19,20.72,1026.91,0.582,PASS,283,2025-01-10 18:31:19.531779,MIL-STD-810 Method 515.8
TEST_001957,humidity,condensation,14.63,74.44,7.89,984.76,0.034,PASS,200,2025-07-03 18:31:19.531808,ISO 16750-4
TEST_001958,temperature,low_temp,0.51,46.05,43.8,1127.51,0.858,FAIL,333,2024-12-06 18:31:19.531839,MIL-STD-810 Method 502.7
TEST_001959,temperature,thermal_shock,62.41,16.84,5.01,927.24,0.513,PASS,153,2025-01-27 18:31:19.531875,IEC 60068-2-14
TEST_001960,temperature,low_temp,14.53,65.11,11.47,930.27,0.277,PASS,144,2025-01-17 18:31:19.531906,MIL-STD-810 Method 502.7
TEST_001961,temperature,low_temp,65.91,35.05,27.94,961.65,0.808,FAIL,355,2025-04-09 18:31:19.531936,MIL-STD-810 Method 502.7
TEST_001962,humidity,condensation,44.94,29.76,37.83,1054.43,0.731,FAIL,296,2025-05-21 18:31:19.531967,ISO 16750-4
